peak_index,original_peak,drawn_peak,factor
3124,-0.00020739358116866283,0.0,-0.0
3132,-0.00015554518587649713,0.0,-0.0
3136,-0.00020739358116866283,0.0,-0.0
3155,3.4565596861443806e-05,0.0,0.0
3161,-8.641399215360951e-05,0.0,-0.0
3163,-6.913119372288761e-05,0.0,-0.0
3167,-0.00013826238744577522,0.0,-0.0
3170,-8.641399215360951e-05,0.0,-0.0
3171,-0.00010369679058433142,0.0,-0.0
3181,6.913119372288761e-05,0.0,0.0
3193,0.0,0.0,1.0
3198,3.4565596861443806e-05,0.0,0.0
3203,-1.7282798430721903e-05,0.0,-0.0
3211,0.00020739358116866283,0.0,0.0
3221,6.913119372288761e-05,0.0,0.0
3229,0.00031109037175299425,0.0,0.0
3239,0.00017282798430721903,0.0,0.0
3242,0.00025924197646082854,0.0,0.0
3249,0.00010369679058433142,0.0,0.0
3257,0.00027652477489155045,0.0,0.0
3259,0.00025924197646082854,0.0,0.0
3262,0.00027652477489155045,0.0,0.0
3266,0.00025924197646082854,0.0,0.0
3274,0.00034565596861443806,0.0,0.0
3283,0.00024195917803010664,0.0,0.0
3285,0.00029380757332227235,0.0,0.0
3289,0.00027652477489155045,0.0,0.0
3293,0.00029380757332227235,0.0,0.0
3300,0.00015554518587649713,0.0,0.0
3307,0.00024195917803010664,0.0,0.0
3313,0.00020739358116866283,0.0,0.0
3316,0.00024195917803010664,0.0,0.0
3319,0.00020739358116866283,0.0,0.0
3321,0.00022467637959938474,0.0,0.0
3327,5.184839529216571e-05,0.0,0.0
3342,0.00031109037175299425,0.0,0.0
3347,0.00020739358116866283,0.0,0.0
3358,0.00036293876704515996,0.0,0.0
3367,0.00013826238744577522,0.0,0.0
3369,0.00017282798430721903,0.0,0.0
3378,5.184839529216571e-05,0.0,0.0
3389,0.00024195917803010664,0.0,0.0
3396,0.00010369679058433142,0.0,0.0
3402,0.00017282798430721903,0.0,0.0
3409,1.7282798430721903e-05,0.0,0.0
3419,0.00017282798430721903,0.0,0.0
3426,1.7282798430721903e-05,0.0,0.0
3431,6.913119372288761e-05,0.0,0.0
3440,-0.00010369679058433142,0.0,-0.0
3446,3.4565596861443806e-05,0.0,0.0
3449,-5.184839529216571e-05,0.0,-0.0
3456,1.7282798430721903e-05,0.0,0.0
3458,0.0,0.0,1.0
3460,1.7282798430721903e-05,0.0,0.0
3464,-3.4565596861443806e-05,0.0,-0.0
3479,0.00025924197646082854,0.0,0.0
3504,-0.00038022156547588186,0.0,-0.0
3508,-0.00032837317018371615,0.0,-0.0
3509,-0.00034565596861443806,0.0,-0.0
3516,-0.00027652477489155045,0.0,-0.0
3518,-0.00031109037175299425,0.0,-0.0
3522,-0.00025924197646082854,0.0,-0.0
3526,-0.00032837317018371615,0.0,-0.0
3531,-0.00022467637959938474,0.0,-0.0
3543,-0.00038022156547588186,0.0,-0.0
3548,-0.00032837317018371615,0.0,-0.0
3550,-0.00038022156547588186,0.0,-0.0
3559,-0.00022467637959938474,0.0,-0.0
3564,-0.00031109037175299425,0.0,-0.0
3566,-0.00029380757332227235,0.0,-0.0
3571,-0.00038022156547588186,0.0,-0.0
3575,-0.00032837317018371615,0.0,-0.0
3587,-0.0006048979450752666,0.0,-0.0
3590,-0.0005703323482138228,0.0,-0.0
3605,-0.0007777259293824856,0.0,-0.0
3611,-0.0006221807435059885,0.0,-0.0
3618,-0.0007258775340903199,0.0,-0.0
3620,-0.000708594735659598,0.0,-0.0
3627,-0.0008468571231053732,0.0,-0.0
3634,-0.0006913119372288761,0.0,-0.0
3637,-0.000708594735659598,0.0,-0.0
3639,-0.0006913119372288761,0.0,-0.0
3642,-0.0007431603325210418,0.0,-0.0
3647,-0.0006048979450752666,0.0,-0.0
3651,-0.0006567463403674323,0.0,-0.0
3655,-0.0005876151466445447,0.0,-0.0
3663,-0.000708594735659598,0.0,-0.0
3667,-0.0006740291387981542,0.0,-0.0
3669,-0.0006913119372288761,0.0,-0.0
3672,-0.0006740291387981542,0.0,-0.0
3676,-0.0007604431309517637,0.0,-0.0
3679,-0.000708594735659598,0.0,-0.0
3687,-0.0008468571231053732,0.0,-0.0
3689,-0.0008295743246746513,0.0,-0.0
3691,-0.0008641399215360951,0.0,-0.0
3697,-0.0007777259293824856,0.0,-0.0
3701,-0.0008295743246746513,0.0,-0.0
3711,-0.0005876151466445447,0.0,-0.0
3720,-0.0007950087278132075,0.0,-0.0
3722,-0.0007777259293824856,0.0,-0.0
3731,-0.0009332711152589828,0.0,-0.0
3736,-0.0008468571231053732,0.0,-0.0
3742,-0.0009851195105511485,0.0,-0.0
3745,-0.0009332711152589828,0.0,-0.0
3748,-0.0009851195105511485,0.0,-0.0
3753,-0.0009159883168282609,0.0,-0.0
3755,-0.0009332711152589828,0.0,-0.0
3762,-0.0007950087278132075,0.0,-0.0
3766,-0.0008468571231053732,0.0,-0.0
3776,-0.0007604431309517637,0.0,-0.0
3784,-0.000881422719966817,0.0,-0.0
3791,-0.0007258775340903199,0.0,-0.0
3793,-0.0007431603325210418,0.0,-0.0
3809,-0.00034565596861443806,0.0,-0.0
3827,-0.0006740291387981542,0.0,-0.0
3835,-0.0004666355576294914,0.0,-0.0
3840,-0.000535766751352379,0.0,-0.0
3853,-0.00013826238744577522,0.0,-0.0
3863,-0.00036293876704515996,0.0,-0.0
3866,-0.00032837317018371615,0.0,-0.0
3872,-0.0004666355576294914,0.0,-0.0
3876,-0.00031109037175299425,0.0,-0.0
3880,-0.00039750436390660377,0.0,-0.0
3887,-0.00015554518587649713,0.0,-0.0
3891,-0.00019011078273794093,0.0,-0.0
3896,-6.913119372288761e-05,0.0,-0.0
3908,-0.00039750436390660377,0.0,-0.0
3913,-0.00019011078273794093,0.0,-0.0
3918,-0.00029380757332227235,0.0,-0.0
3925,-0.00020739358116866283,0.0,-0.0
3930,-0.00027652477489155045,0.0,-0.0
3933,-0.00022467637959938474,0.0,-0.0
3937,-0.00031109037175299425,0.0,-0.0
3943,-0.00024195917803010664,0.0,-0.0
3947,-0.00036293876704515996,0.0,-0.0
3962,3.4565596861443806e-05,0.0,0.0
3968,-0.00010369679058433142,0.0,-0.0
3974,3.4565596861443806e-05,0.0,0.0
3985,-0.00010369679058433142,0.0,-0.0
3989,-6.913119372288761e-05,0.0,-0.0
3994,-0.00013826238744577522,0.0,-0.0
3999,0.0,0.0,1.0
4004,-0.00013826238744577522,0.0,-0.0
4011,0.00024195917803010664,0.0,0.0
4013,0.00022467637959938474,0.0,0.0
4016,0.00025924197646082854,0.0,0.0
4017,0.00024195917803010664,0.0,0.0
4023,0.00043206996076804757,0.0,0.0
4044,-1.7282798430721903e-05,0.0,-0.0
4054,0.00010369679058433142,0.0,0.0
4061,-6.913119372288761e-05,0.0,-0.0
4069,0.00012097958901505332,0.0,0.0
4076,3.4565596861443806e-05,0.0,0.0
4082,0.00013826238744577522,0.0,0.0
4091,-0.00013826238744577522,0.0,-0.0
4096,0.00010369679058433142,0.0,0.0
4097,8.641399215360951e-05,0.0,0.0
4104,0.00022467637959938474,0.0,0.0
4119,-0.00020739358116866283,0.0,-0.0
4121,-0.00019011078273794093,0.0,-0.0
4123,-0.00020739358116866283,0.0,-0.0
4147,0.00038022156547588186,0.0,0.0
4154,0.00017282798430721903,0.0,0.0
4158,0.00020739358116866283,0.0,0.0
4173,-5.184839529216571e-05,0.0,-0.0
4177,8.641399215360951e-05,0.0,0.0
4180,3.4565596861443806e-05,0.0,0.0
4184,0.00010369679058433142,0.0,0.0
4188,3.4565596861443806e-05,0.0,0.0
4193,0.00012097958901505332,0.0,0.0
4198,1.7282798430721903e-05,0.0,0.0
4209,0.00034565596861443806,0.0,0.0
4214,0.00031109037175299425,0.0,0.0
4219,0.00038022156547588186,0.0,0.0
4236,-3.4565596861443806e-05,0.0,-0.0
4246,0.00017282798430721903,0.0,0.0
4249,0.00010369679058433142,0.0,0.0
4259,0.00032837317018371615,0.0,0.0
4268,8.641399215360951e-05,0.0,0.0
4275,0.00019011078273794093,0.0,0.0
4278,0.00017282798430721903,0.0,0.0
4282,0.00027652477489155045,0.0,0.0
4290,-6.913119372288761e-05,0.0,-0.0
4294,3.4565596861443806e-05,0.0,0.0
4298,-0.00013826238744577522,0.0,-0.0
4308,0.00010369679058433142,0.0,0.0
4314,-8.641399215360951e-05,0.0,-0.0
4321,0.0,0.0,1.0
4322,-1.7282798430721903e-05,0.0,-0.0
4326,3.4565596861443806e-05,0.0,0.0
4328,1.7282798430721903e-05,0.0,0.0
4331,6.913119372288761e-05,0.0,0.0
4348,-0.00039750436390660377,0.0,-0.0
4353,-0.00032837317018371615,0.0,-0.0
4356,-0.00036293876704515996,0.0,-0.0
4363,-0.00025924197646082854,0.0,-0.0
4372,-0.00038022156547588186,0.0,-0.0
4380,-0.00024195917803010664,0.0,-0.0
4383,-0.00027652477489155045,0.0,-0.0
4390,0.0,0.0,1.0
4395,-5.184839529216571e-05,0.0,-0.0
4399,3.4565596861443806e-05,0.0,0.0
4413,-0.00027652477489155045,0.0,-0.0
4423,0.0,0.0,1.0
4426,-1.7282798430721903e-05,0.0,-0.0
4431,8.641399215360951e-05,0.0,0.0
4435,5.184839529216571e-05,0.0,0.0
4443,0.00024195917803010664,0.0,0.0
4454,5.184839529216571e-05,0.0,0.0
4457,6.913119372288761e-05,0.0,0.0
4459,5.184839529216571e-05,0.0,0.0
4466,0.00013826238744577522,0.0,0.0
4473,-0.00012097958901505332,0.0,-0.0
4477,-5.184839529216571e-05,0.0,-0.0
4481,-0.00013826238744577522,0.0,-0.0
4501,0.0004839183560602133,0.0,0.0
4506,0.00027652477489155045,0.0,0.0
4512,0.00036293876704515996,0.0,0.0
4521,6.913119372288761e-05,0.0,0.0
4523,0.00010369679058433142,0.0,0.0
4543,-0.00015554518587649713,0.0,-0.0
4547,-0.00010369679058433142,0.0,-0.0
4552,-0.00022467637959938474,0.0,-0.0
4554,-0.00020739358116866283,0.0,-0.0
4560,-0.00029380757332227235,0.0,-0.0
4564,-0.00025924197646082854,0.0,-0.0
4576,-0.0005703323482138228,0.0,-0.0
4578,-0.000535766751352379,0.0,-0.0
4582,-0.0006221807435059885,0.0,-0.0
4588,-0.00043206996076804757,0.0,-0.0
4592,-0.0005184839529216571,0.0,-0.0
4605,-0.00019011078273794093,0.0,-0.0
4608,-0.00022467637959938474,0.0,-0.0
4616,-8.641399215360951e-05,0.0,-0.0
4619,-0.00010369679058433142,0.0,-0.0
4621,-3.4565596861443806e-05,0.0,-0.0
4623,-6.913119372288761e-05,0.0,-0.0
4625,-3.4565596861443806e-05,0.0,-0.0
4634,-0.0004493527591987695,0.0,-0.0
4648,-6.913119372288761e-05,0.0,-0.0
4657,-0.00025924197646082854,0.0,-0.0
4670,3.4565596861443806e-05,0.0,0.0
4677,-1.7282798430721903e-05,0.0,-0.0
4681,3.4565596861443806e-05,0.0,0.0
4686,-3.4565596861443806e-05,0.0,-0.0
4690,3.4565596861443806e-05,0.0,0.0
4694,-8.641399215360951e-05,0.0,-0.0
4702,3.4565596861443806e-05,0.0,0.0
4708,-3.4565596861443806e-05,0.0,-0.0
4709,-1.7282798430721903e-05,0.0,-0.0
4710,-3.4565596861443806e-05,0.0,-0.0
4712,-1.7282798430721903e-05,0.0,-0.0
4716,-0.00012097958901505332,0.0,-0.0
4722,3.4565596861443806e-05,0.0,0.0
4731,-0.00015554518587649713,0.0,-0.0
4737,-6.913119372288761e-05,0.0,-0.0
4745,-0.00031109037175299425,0.0,-0.0
4756,0.00015554518587649713,0.0,0.0
4764,-6.913119372288761e-05,0.0,-0.0
4766,-5.184839529216571e-05,0.0,-0.0
4774,-0.00029380757332227235,0.0,-0.0
4787,0.0,0.0,1.0
4792,-0.00012097958901505332,0.0,-0.0
4803,8.641399215360951e-05,0.0,0.0
4815,-0.00010369679058433142,0.0,-0.0
4820,3.4565596861443806e-05,0.0,0.0
4823,-6.913119372288761e-05,0.0,-0.0
4826,0.0,0.0,1.0
4830,-0.00010369679058433142,0.0,-0.0
4836,0.00020739358116866283,0.0,0.0
4840,0.00010369679058433142,0.0,0.0
4849,0.0005184839529216571,0.0,0.0
4855,0.00032837317018371615,0.0,0.0
4857,0.00034565596861443806,0.0,0.0
4864,0.00020739358116866283,0.0,0.0
4870,0.0005703323482138228,0.0,0.0
4872,0.0005530495497831009,0.0,0.0
4874,0.0005876151466445447,0.0,0.0
4882,0.0005012011544909352,0.0,0.0
4884,0.0005184839529216571,0.0,0.0
4889,0.00043206996076804757,0.0,0.0
4894,0.0004666355576294914,0.0,0.0
4909,0.00019011078273794093,0.0,0.0
4922,0.00036293876704515996,0.0,0.0
4926,0.00025924197646082854,0.0,0.0
4928,0.00029380757332227235,0.0,0.0
4932,0.00020739358116866283,0.0,0.0
4935,0.00031109037175299425,0.0,0.0
4952,-5.184839529216571e-05,0.0,-0.0
4956,1.7282798430721903e-05,0.0,0.0
4964,-0.00024195917803010664,0.0,-0.0
4971,5.184839529216571e-05,0.0,0.0
4973,-1.7282798430721903e-05,0.0,-0.0
4980,0.00019011078273794093,0.0,0.0
4983,0.00017282798430721903,0.0,0.0
4985,0.00019011078273794093,0.0,0.0
4989,6.913119372288761e-05,0.0,0.0
4994,0.00015554518587649713,0.0,0.0
5003,-0.00013826238744577522,0.0,-0.0
5008,5.184839529216571e-05,0.0,0.0
5011,1.7282798430721903e-05,0.0,0.0
5012,3.4565596861443806e-05,0.0,0.0
5019,-0.00019011078273794093,0.0,-0.0
5028,5.184839529216571e-05,0.0,0.0
5029,3.4565596861443806e-05,0.0,0.0
5033,0.00017282798430721903,0.0,0.0
5037,8.641399215360951e-05,0.0,0.0
5043,0.00038022156547588186,0.0,0.0
5047,0.00027652477489155045,0.0,0.0
5053,0.0004666355576294914,0.0,0.0
5063,0.00031109037175299425,0.0,0.0
5065,0.00034565596861443806,0.0,0.0
5067,0.00031109037175299425,0.0,0.0
5072,0.00039750436390660377,0.0,0.0
5078,0.00025924197646082854,0.0,0.0
5080,0.00032837317018371615,0.0,0.0
5084,0.00017282798430721903,0.0,0.0
5090,0.00029380757332227235,0.0,0.0
5094,0.00020739358116866283,0.0,0.0
5100,0.0006048979450752666,0.0,0.0
5111,1.7282798430721903e-05,0.0,0.0
5137,0.0006740291387981542,0.0,0.0
5141,0.0005530495497831009,0.0,0.0
5148,0.0007258775340903199,0.0,0.0
5164,0.00025924197646082854,0.0,0.0
5170,0.0004839183560602133,0.0,0.0
5184,5.184839529216571e-05,0.0,0.0
5188,0.00031109037175299425,0.0,0.0
5194,8.641399215360951e-05,0.0,0.0
5197,0.00017282798430721903,0.0,0.0
5200,0.00010369679058433142,0.0,0.0
5204,0.00015554518587649713,0.0,0.0
5207,3.4565596861443806e-05,0.0,0.0
5213,0.00025924197646082854,0.0,0.0
5218,0.00019011078273794093,0.0,0.0
5223,0.00029380757332227235,0.0,0.0
5229,0.00010369679058433142,0.0,0.0
5238,0.00025924197646082854,0.0,0.0
5247,3.4565596861443806e-05,0.0,0.0
5262,0.00038022156547588186,0.0,0.0
5265,0.00032837317018371615,0.0,0.0
5266,0.00034565596861443806,0.0,0.0
5269,0.00031109037175299425,0.0,0.0
5271,0.00034565596861443806,0.0,0.0
5276,0.00024195917803010664,0.0,0.0
5281,0.00029380757332227235,0.0,0.0
5286,0.00019011078273794093,0.0,0.0
5289,0.00032837317018371615,0.0,0.0
5291,0.00031109037175299425,0.0,0.0
5303,0.0005703323482138228,0.0,0.0
5310,0.00027652477489155045,0.0,0.0
5316,0.0004666355576294914,0.0,0.0
5321,0.00019011078273794093,0.0,0.0
5330,0.0007950087278132075,0.0,0.0
5339,0.000535766751352379,0.0,0.0
5345,0.0006394635419367104,0.0,0.0
5349,0.0004839183560602133,0.0,0.0
5358,0.0010369679058433142,0.0,0.0
5361,0.0009851195105511485,0.0,0.0
5365,0.0010888163011354799,0.0,0.0
5368,0.0010369679058433142,0.0,0.0
5371,0.001071533502704758,0.0,0.0
5375,0.0010024023089818704,0.0,0.0
5385,0.0013999066728884741,0.0,0.0
5390,0.0012097958901505332,0.0,0.0
5392,0.001244361487011977,0.0,0.0
5400,0.0009505539136897047,0.0,0.0
5401,0.0009678367121204266,0.0,0.0
5402,0.0009505539136897047,0.0,0.0
5409,0.0014517550681806398,0.0,0.0
5420,0.0010888163011354799,0.0,0.0
5424,0.001227078688581255,0.0,0.0
5434,0.0009851195105511485,0.0,0.0
5437,0.0010369679058433142,0.0,0.0
5438,0.0010196851074125923,0.0,0.0
5461,0.0017282798430721903,0.0,0.0
5465,0.0015554518587649713,0.0,0.0
5467,0.001607300254057137,0.0,0.0
5476,0.0010369679058433142,0.0,0.0
5481,0.0011925130917198113,0.0,0.0
5487,0.0009505539136897047,0.0,0.0
5494,0.001227078688581255,0.0,0.0
5505,0.000881422719966817,0.0,0.0
5515,0.001244361487011977,0.0,0.0
5520,0.0011060990995662018,0.0,0.0
5522,0.0011752302932890894,0.0,0.0
5530,0.0007777259293824856,0.0,0.0
5537,0.0011406646964276456,0.0,0.0
5542,0.0009851195105511485,0.0,0.0
5543,0.0010024023089818704,0.0,0.0
5552,0.0007604431309517637,0.0,0.0
5553,0.0007777259293824856,0.0,0.0
5554,0.0007604431309517637,0.0,0.0
5564,0.0009505539136897047,0.0,0.0
5567,0.0008641399215360951,0.0,0.0
5570,0.0009678367121204266,0.0,0.0
5573,0.0008295743246746513,0.0,0.0
5586,0.001227078688581255,0.0,0.0
5612,0.00019011078273794093,0.0,0.0
5616,0.00034565596861443806,0.0,0.0
5625,0.00013826238744577522,0.0,0.0
5631,0.00025924197646082854,0.0,0.0
5636,3.4565596861443806e-05,0.0,0.0
5638,6.913119372288761e-05,0.0,0.0
5640,5.184839529216571e-05,0.0,0.0
5651,0.00031109037175299425,0.0,0.0
5654,0.00024195917803010664,0.0,0.0
5656,0.00027652477489155045,0.0,0.0
5658,0.00024195917803010664,0.0,0.0
5661,0.00043206996076804757,0.0,0.0
5666,0.00022467637959938474,0.0,0.0
5675,0.000535766751352379,0.0,0.0
5684,0.00043206996076804757,0.0,0.0
5688,0.0005876151466445447,0.0,0.0
5702,6.913119372288761e-05,0.0,0.0
5704,0.00010369679058433142,0.0,0.0
5707,1.7282798430721903e-05,0.0,0.0
5709,5.184839529216571e-05,0.0,0.0
5717,-5.184839529216571e-05,0.0,-0.0
5721,8.641399215360951e-05,0.0,0.0
5724,-1.7282798430721903e-05,0.0,-0.0
5726,0.0,0.0,1.0
5733,-0.0005012011544909352,0.0,-0.0
5745,8.641399215360951e-05,0.0,0.0
5760,-0.00032837317018371615,0.0,-0.0
5766,-0.00012097958901505332,0.0,-0.0
5768,-0.00022467637959938474,0.0,-0.0
5771,-8.641399215360951e-05,0.0,-0.0
5774,-0.00012097958901505332,0.0,-0.0
5776,-8.641399215360951e-05,0.0,-0.0
5784,-0.00025924197646082854,0.0,-0.0
5786,-0.00019011078273794093,0.0,-0.0
5796,-0.0004666355576294914,0.0,-0.0
5800,-0.00034565596861443806,0.0,-0.0
5805,-0.0006048979450752666,0.0,-0.0
5813,-0.00025924197646082854,0.0,-0.0
5821,-0.0005530495497831009,0.0,-0.0
5829,-0.00019011078273794093,0.0,-0.0
5835,-0.00039750436390660377,0.0,-0.0
5839,-0.00029380757332227235,0.0,-0.0
5842,-0.00038022156547588186,0.0,-0.0
5845,-0.00031109037175299425,0.0,-0.0
5848,-0.00036293876704515996,0.0,-0.0
5851,-0.00032837317018371615,0.0,-0.0
5853,-0.00036293876704515996,0.0,-0.0
5868,3.4565596861443806e-05,0.0,0.0
5876,-0.00029380757332227235,0.0,-0.0
5878,-0.00019011078273794093,0.0,-0.0
5880,-0.00022467637959938474,0.0,-0.0
5882,-0.00012097958901505332,0.0,-0.0
5889,-0.00038022156547588186,0.0,-0.0
5890,-0.00036293876704515996,0.0,-0.0
5892,-0.00039750436390660377,0.0,-0.0
5895,-0.00025924197646082854,0.0,-0.0
5899,-0.00039750436390660377,0.0,-0.0
5900,-0.00038022156547588186,0.0,-0.0
